id,job_role,country,experience_level,salary_usd,skills,company_type
323,Computer Vision Engineer,Australia,Entry,33345,"MLOps, Data Visualization, Statistics",Startup
324,Data Analyst,Canada,Mid,64532,"MLOps, SQL, TensorFlow",Enterprise
325,AI Engineer,India,Senior,41396,"MLOps, Statistics, Deep Learning",Mid-size
326,Data Scientist,Canada,Lead,204341,"Python, MLOps, TensorFlow",Mid-size
327,ML Engineer,Australia,Lead,215019,"Python, Data Visualization, NLP",Startup
328,Data Analyst,Australia,Mid,86607,"Deep Learning, Computer Vision, NLP",Enterprise
329,AI Engineer,Germany,Mid,66241,"Statistics, MLOps, Data Visualization",Enterprise
330,NLP Engineer,UK,Mid,54944,"TensorFlow, Deep Learning, SQL",Startup
331,AI Engineer,Canada,Senior,126408,"Computer Vision, NLP, PyTorch",Enterprise
332,Data Analyst,Australia,Senior,121886,"Computer Vision, NLP, TensorFlow",Startup
333,AI Engineer,UK,Mid,76838,"Python, Statistics, Computer Vision",Startup
334,Computer Vision Engineer,Germany,Lead,142717,"Computer Vision, TensorFlow, NLP",Enterprise
335,Research Scientist,UK,Senior,110908,"Python, TensorFlow, NLP",Enterprise
336,ML Engineer,UK,Lead,163570,"Python, TensorFlow, Data Visualization",Mid-size
337,NLP Engineer,UK,Senior,128258,"PyTorch, Deep Learning, Data Visualization",Mid-size
338,NLP Engineer,Germany,Mid,78865,"Statistics, Deep Learning, Computer Vision",Startup
339,NLP Engineer,USA,Senior,121782,"NLP, PyTorch, Statistics",Enterprise
340,AI Engineer,UK,Senior,130806,"Computer Vision, Python, Deep Learning",Enterprise
341,AI Engineer,UK,Mid,87641,"Python, Computer Vision, Deep Learning",Enterprise
342,Computer Vision Engineer,Canada,Senior,143452,"Python, TensorFlow, Data Visualization",Enterprise
343,NLP Engineer,Canada,Lead,202442,"TensorFlow, Python, SQL",Enterprise
344,Research Scientist,Germany,Lead,170678,"MLOps, Python, Statistics",Enterprise
345,Data Analyst,Australia,Senior,133628,"Deep Learning, Statistics, NLP",Enterprise
346,NLP Engineer,UK,Entry,23300,"TensorFlow, Deep Learning, PyTorch",Enterprise
347,Computer Vision Engineer,India,Mid,34328,"Statistics, Data Visualization, TensorFlow",Enterprise
348,ML Engineer,Canada,Entry,24357,"Statistics, Python, PyTorch",Startup
349,Data Scientist,Australia,Entry,52543,"Statistics, Data Visualization, TensorFlow",Startup
350,Data Scientist,Canada,Senior,151621,"Python, PyTorch, Statistics",Mid-size
351,Deep Learning Engineer,Australia,Entry,41059,"TensorFlow, Python, Computer Vision",Enterprise
352,Data Scientist,Australia,Entry,39635,"TensorFlow, Statistics, SQL",Mid-size
353,Computer Vision Engineer,Australia,Lead,212661,"NLP, Python, PyTorch",Enterprise
354,Computer Vision Engineer,Canada,Mid,80559,"Python, NLP, Computer Vision",Enterprise
355,Deep Learning Engineer,Australia,Entry,27325,"NLP, Python, Deep Learning",Enterprise
356,Computer Vision Engineer,UK,Entry,24566,"Computer Vision, NLP, Statistics",Mid-size
357,Data Scientist,India,Senior,54384,"Statistics, TensorFlow, Python",Mid-size
358,Computer Vision Engineer,USA,Lead,222777,"Deep Learning, Computer Vision, Data Visualization",Enterprise
359,Data Analyst,Germany,Senior,92106,"SQL, Deep Learning, Computer Vision",Enterprise
360,Computer Vision Engineer,USA,Lead,230304,"Computer Vision, Data Visualization, SQL",Enterprise
361,ML Engineer,UK,Entry,48529,"NLP, MLOps, Data Visualization",Mid-size
362,AI Engineer,India,Lead,72478,"MLOps, Python, PyTorch",Enterprise
363,Research Scientist,Germany,Senior,107685,"Python, SQL, TensorFlow",Enterprise
364,ML Engineer,Germany,Lead,156458,"NLP, MLOps, PyTorch",Startup
365,ML Engineer,India,Lead,71297,"MLOps, Python, Statistics",Mid-size
366,Deep Learning Engineer,India,Lead,71980,"SQL, MLOps, NLP",Enterprise
367,ML Engineer,Germany,Lead,141622,"Deep Learning, MLOps, Computer Vision",Startup
368,Data Scientist,USA,Entry,43185,"TensorFlow, Data Visualization, SQL",Mid-size
369,NLP Engineer,India,Mid,31760,"SQL, PyTorch, Computer Vision",Startup
370,Data Analyst,Germany,Lead,199052,"TensorFlow, Computer Vision, MLOps",Mid-size
371,Data Analyst,UK,Lead,164027,"Computer Vision, SQL, Deep Learning",Startup
372,Deep Learning Engineer,India,Lead,70334,"PyTorch, Data Visualization, Deep Learning",Mid-size
373,Computer Vision Engineer,UK,Mid,69250,"Deep Learning, Statistics, PyTorch",Startup
374,Deep Learning Engineer,UK,Entry,41874,"Data Visualization, SQL, MLOps",Mid-size
375,Data Analyst,Canada,Mid,82238,"Deep Learning, Statistics, TensorFlow",Enterprise
376,Deep Learning Engineer,USA,Lead,171253,"Python, SQL, Computer Vision",Startup
377,Data Analyst,UK,Mid,79077,"Deep Learning, TensorFlow, MLOps",Enterprise
378,Deep Learning Engineer,Australia,Mid,64836,"PyTorch, Computer Vision, Data Visualization",Enterprise
379,NLP Engineer,UK,Senior,105850,"MLOps, NLP, SQL",Startup
380,NLP Engineer,UK,Senior,135420,"Deep Learning, Statistics, PyTorch",Mid-size
381,Deep Learning Engineer,USA,Entry,24577,"SQL, Computer Vision, TensorFlow",Mid-size
382,Research Scientist,UK,Lead,177904,"PyTorch, Statistics, SQL",Mid-size
383,Deep Learning Engineer,USA,Senior,108072,"Statistics, TensorFlow, PyTorch",Enterprise
384,AI Engineer,USA,Entry,45627,"TensorFlow, SQL, Statistics",Enterprise
385,Data Scientist,Germany,Mid,84020,"NLP, TensorFlow, PyTorch",Mid-size
386,Deep Learning Engineer,Canada,Lead,179732,"MLOps, PyTorch, NLP",Startup
387,AI Engineer,Canada,Entry,47356,"Python, PyTorch, SQL",Mid-size
388,Data Analyst,USA,Entry,32352,"SQL, PyTorch, Deep Learning",Mid-size
389,Research Scientist,UK,Lead,141341,"Statistics, Data Visualization, MLOps",Enterprise
390,Research Scientist,Germany,Lead,145895,"NLP, Statistics, Python",Enterprise
391,Computer Vision Engineer,Australia,Lead,214231,"TensorFlow, Deep Learning, NLP",Mid-size
392,Data Scientist,Canada,Senior,104850,"Statistics, NLP, Python",Startup
393,Deep Learning Engineer,Canada,Mid,68109,"SQL, MLOps, Python",Enterprise
394,Computer Vision Engineer,India,Lead,67884,"Computer Vision, TensorFlow, Deep Learning",Enterprise
395,Data Scientist,Australia,Lead,215903,"Data Visualization, PyTorch, Python",Enterprise
396,NLP Engineer,UK,Lead,184813,"Computer Vision, Deep Learning, NLP",Mid-size
397,Data Analyst,India,Mid,23528,"Data Visualization, SQL, PyTorch",Mid-size
398,Data Scientist,Germany,Entry,31122,"TensorFlow, Data Visualization, Statistics",Startup
399,Data Scientist,UK,Mid,79398,"TensorFlow, PyTorch, MLOps",Startup
400,NLP Engineer,Australia,Entry,25623,"Python, TensorFlow, MLOps",Mid-size
401,AI Engineer,Germany,Entry,37850,"Deep Learning, Data Visualization, Statistics",Enterprise
402,Data Scientist,Canada,Entry,32311,"MLOps, TensorFlow, Python",Mid-size
403,Computer Vision Engineer,Australia,Lead,157281,"Data Visualization, TensorFlow, Python",Startup
404,NLP Engineer,UK,Entry,40662,"Statistics, Python, NLP",Mid-size
405,Computer Vision Engineer,UK,Entry,44078,"Data Visualization, Python, TensorFlow",Mid-size
406,Deep Learning Engineer,Germany,Mid,65317,"Statistics, Computer Vision, Data Visualization",Startup
407,Data Analyst,India,Mid,31474,"Computer Vision, Python, PyTorch",Mid-size
408,Research Scientist,India,Mid,23400,"PyTorch, Data Visualization, Python",Enterprise
409,Data Scientist,Germany,Lead,167788,"TensorFlow, SQL, Statistics",Startup
410,Computer Vision Engineer,Australia,Senior,103191,"NLP, SQL, PyTorch",Mid-size
411,Research Scientist,Germany,Senior,135084,"Data Visualization, Deep Learning, MLOps",Mid-size
412,Data Scientist,India,Entry,15366,"PyTorch, Statistics, Python",Enterprise
413,NLP Engineer,Germany,Mid,68155,"MLOps, Data Visualization, Deep Learning",Mid-size
414,AI Engineer,USA,Entry,32482,"Statistics, NLP, Data Visualization",Startup
415,Data Scientist,USA,Mid,72979,"Statistics, Python, Data Visualization",Enterprise
416,Deep Learning Engineer,UK,Mid,83933,"Data Visualization, Deep Learning, PyTorch",Mid-size
417,Data Analyst,India,Lead,77416,"MLOps, Computer Vision, TensorFlow",Mid-size
418,Research Scientist,Canada,Lead,205759,"PyTorch, Deep Learning, NLP",Enterprise
419,AI Engineer,USA,Mid,65392,"NLP, Python, Statistics",Startup
420,Research Scientist,UK,Lead,183194,"TensorFlow, Computer Vision, NLP",Startup
421,AI Engineer,USA,Senior,162033,"Data Visualization, Python, PyTorch",Enterprise
422,AI Engineer,UK,Entry,24805,"Computer Vision, NLP, SQL",Enterprise
423,ML Engineer,India,Senior,55312,"SQL, Deep Learning, NLP",Startup
424,Deep Learning Engineer,USA,Entry,41878,"Data Visualization, Python, MLOps",Startup
425,NLP Engineer,Germany,Mid,84157,"MLOps, Statistics, SQL",Startup
426,NLP Engineer,Australia,Senior,129113,"Data Visualization, Statistics, Computer Vision",Mid-size
427,Data Scientist,UK,Mid,64199,"Python, Statistics, NLP",Startup
428,Research Scientist,Germany,Entry,28245,"PyTorch, Python, TensorFlow",Mid-size
429,ML Engineer,Germany,Entry,33832,"Python, Statistics, Data Visualization",Mid-size
430,Deep Learning Engineer,Australia,Senior,119735,"TensorFlow, SQL, PyTorch",Enterprise
431,ML Engineer,USA,Senior,142597,"Data Visualization, MLOps, Computer Vision",Enterprise
432,ML Engineer,Canada,Lead,165244,"Python, Data Visualization, Computer Vision",Startup
433,Data Analyst,USA,Mid,104931,"TensorFlow, MLOps, Data Visualization",Enterprise
434,Data Scientist,UK,Senior,108024,"NLP, MLOps, Statistics",Enterprise
435,Deep Learning Engineer,Australia,Senior,118362,"Statistics, Deep Learning, PyTorch",Enterprise
436,Deep Learning Engineer,India,Mid,30372,"Deep Learning, Python, Computer Vision",Startup
437,Data Scientist,UK,Lead,180059,"Python, Deep Learning, NLP",Startup
438,Data Analyst,USA,Lead,194104,"NLP, Computer Vision, Deep Learning",Startup
439,Data Analyst,USA,Senior,164017,"TensorFlow, PyTorch, NLP",Startup
440,ML Engineer,India,Mid,23961,"Deep Learning, MLOps, Data Visualization",Startup
441,ML Engineer,USA,Senior,162777,"SQL, Statistics, Computer Vision",Enterprise
442,Data Analyst,Canada,Entry,52455,"Python, PyTorch, Deep Learning",Mid-size
443,Computer Vision Engineer,India,Lead,56636,"Data Visualization, Computer Vision, PyTorch",Enterprise
444,ML Engineer,Canada,Senior,105801,"TensorFlow, SQL, NLP",Enterprise
445,Research Scientist,Australia,Lead,162045,"Data Visualization, Computer Vision, TensorFlow",Mid-size
446,AI Engineer,Australia,Senior,101352,"TensorFlow, NLP, Python",Mid-size
447,AI Engineer,UK,Mid,89692,"Data Visualization, Python, NLP",Mid-size
448,Deep Learning Engineer,UK,Lead,142469,"SQL, Computer Vision, MLOps",Startup
449,Deep Learning Engineer,Germany,Mid,72534,"Data Visualization, NLP, Computer Vision",Startup
450,NLP Engineer,UK,Lead,194302,"TensorFlow, Python, Statistics",Mid-size
451,Research Scientist,Canada,Senior,143361,"Deep Learning, NLP, TensorFlow",Enterprise
452,AI Engineer,Germany,Senior,126509,"Computer Vision, SQL, TensorFlow",Startup
453,Data Scientist,UK,Entry,23998,"SQL, NLP, TensorFlow",Enterprise
454,NLP Engineer,Australia,Lead,190368,"Statistics, NLP, Python",Startup
455,Research Scientist,USA,Mid,86072,"Statistics, SQL, PyTorch",Mid-size
456,Data Analyst,India,Mid,33932,"SQL, Data Visualization, Statistics",Mid-size
457,Research Scientist,UK,Mid,87311,"NLP, TensorFlow, Data Visualization",Startup
458,Research Scientist,Germany,Entry,25445,"TensorFlow, NLP, PyTorch",Enterprise
459,Data Analyst,Germany,Lead,153281,"MLOps, NLP, Data Visualization",Mid-size
460,AI Engineer,USA,Lead,210180,"TensorFlow, Python, Data Visualization",Mid-size
461,Research Scientist,USA,Entry,54985,"NLP, MLOps, SQL",Enterprise
462,Data Analyst,Canada,Lead,204092,"PyTorch, Data Visualization, Deep Learning",Mid-size
463,AI Engineer,Germany,Entry,37649,"PyTorch, TensorFlow, Python",Mid-size
464,Computer Vision Engineer,Germany,Mid,58073,"TensorFlow, NLP, Data Visualization",Startup
465,NLP Engineer,Australia,Entry,49056,"SQL, Statistics, Computer Vision",Enterprise
466,ML Engineer,UK,Lead,177567,"TensorFlow, MLOps, Data Visualization",Mid-size
467,Deep Learning Engineer,Germany,Lead,151939,"SQL, PyTorch, MLOps",Enterprise
468,Computer Vision Engineer,Germany,Entry,45338,"SQL, TensorFlow, Python",Mid-size
469,Data Analyst,USA,Entry,56499,"Python, TensorFlow, Data Visualization",Enterprise
470,Research Scientist,Canada,Lead,186165,"Deep Learning, TensorFlow, MLOps",Enterprise
471,NLP Engineer,USA,Entry,38161,"Deep Learning, TensorFlow, Data Visualization",Mid-size
472,AI Engineer,Australia,Mid,70716,"MLOps, TensorFlow, Statistics",Mid-size
473,AI Engineer,India,Entry,14568,"MLOps, PyTorch, NLP",Enterprise
474,Data Scientist,Canada,Senior,124752,"TensorFlow, Statistics, NLP",Enterprise
475,Deep Learning Engineer,USA,Entry,57332,"TensorFlow, NLP, MLOps",Mid-size
476,Computer Vision Engineer,India,Senior,48938,"TensorFlow, Deep Learning, Statistics",Enterprise
477,AI Engineer,Germany,Mid,89214,"Computer Vision, NLP, SQL",Startup
478,AI Engineer,USA,Senior,146635,"Computer Vision, NLP, SQL",Enterprise
479,AI Engineer,UK,Mid,62857,"NLP, MLOps, Statistics",Enterprise
480,Computer Vision Engineer,Germany,Entry,39982,"Data Visualization, Python, MLOps",Mid-size
481,Research Scientist,USA,Entry,55717,"NLP, Python, PyTorch",Enterprise
482,NLP Engineer,Australia,Mid,84023,"Statistics, PyTorch, MLOps",Startup
483,Deep Learning Engineer,Canada,Entry,42502,"PyTorch, SQL, Computer Vision",Startup
484,Deep Learning Engineer,UK,Senior,126444,"Python, Statistics, Deep Learning",Enterprise
485,AI Engineer,USA,Entry,34453,"MLOps, Data Visualization, NLP",Mid-size
486,Research Scientist,India,Senior,51644,"Computer Vision, SQL, Deep Learning",Enterprise
487,Data Scientist,Germany,Senior,134859,"Deep Learning, Statistics, Computer Vision",Startup
488,Data Scientist,USA,Senior,108631,"Statistics, Computer Vision, Deep Learning",Mid-size
489,Research Scientist,India,Entry,14027,"PyTorch, Deep Learning, NLP",Enterprise
490,AI Engineer,India,Lead,71426,"SQL, NLP, Python",Mid-size
491,Data Analyst,USA,Senior,167121,"Deep Learning, Data Visualization, MLOps",Mid-size
492,AI Engineer,India,Mid,26786,"Deep Learning, TensorFlow, Data Visualization",Enterprise
493,Computer Vision Engineer,Germany,Senior,116589,"PyTorch, Statistics, Computer Vision",Mid-size
494,Deep Learning Engineer,UK,Mid,67773,"Computer Vision, MLOps, Python",Enterprise
495,Deep Learning Engineer,UK,Senior,131688,"PyTorch, TensorFlow, Data Visualization",Mid-size
496,Computer Vision Engineer,USA,Senior,167916,"PyTorch, TensorFlow, Computer Vision",Startup
497,ML Engineer,USA,Entry,28514,"Python, Statistics, Computer Vision",Enterprise
498,NLP Engineer,India,Senior,55436,"PyTorch, NLP, Computer Vision",Startup
499,NLP Engineer,India,Mid,31912,"Python, Computer Vision, Deep Learning",Mid-size
500,NLP Engineer,Germany,Mid,58905,"TensorFlow, Python, SQL",Enterprise
501,AI Engineer,UK,Entry,48913,"Computer Vision, PyTorch, Python",Mid-size
502,Deep Learning Engineer,Germany,Senior,113116,"Computer Vision, TensorFlow, Data Visualization",Startup
503,Deep Learning Engineer,Australia,Lead,190142,"Computer Vision, PyTorch, SQL",Startup
504,Data Analyst,Germany,Senior,106369,"PyTorch, MLOps, TensorFlow",Enterprise
505,Computer Vision Engineer,Germany,Mid,59078,"Deep Learning, Statistics, PyTorch",Mid-size
506,NLP Engineer,India,Senior,55914,"Data Visualization, PyTorch, Deep Learning",Startup
507,Deep Learning Engineer,UK,Entry,38440,"PyTorch, SQL, Computer Vision",Mid-size
508,Data Scientist,Germany,Entry,45291,"MLOps, SQL, Deep Learning",Startup
509,Data Analyst,UK,Entry,45683,"SQL, Statistics, Computer Vision",Startup
510,Data Analyst,UK,Entry,46630,"TensorFlow, Computer Vision, PyTorch",Enterprise
511,Data Scientist,India,Senior,47184,"Computer Vision, TensorFlow, SQL",Mid-size
512,Research Scientist,Germany,Lead,196446,"Statistics, TensorFlow, NLP",Enterprise
513,Data Analyst,Germany,Mid,79545,"Python, TensorFlow, SQL",Startup
514,Research Scientist,India,Entry,14125,"Computer Vision, Statistics, Deep Learning",Mid-size
515,ML Engineer,Australia,Mid,56716,"Computer Vision, SQL, PyTorch",Startup
516,Deep Learning Engineer,India,Mid,32756,"Data Visualization, TensorFlow, Statistics",Enterprise
517,ML Engineer,UK,Mid,54780,"Deep Learning, Data Visualization, PyTorch",Mid-size
518,Data Analyst,Germany,Lead,166911,"TensorFlow, Python, PyTorch",Startup
519,AI Engineer,India,Entry,14676,"NLP, PyTorch, Python",Enterprise
520,AI Engineer,Australia,Lead,195153,"Deep Learning, PyTorch, Python",Startup
521,ML Engineer,UK,Lead,188770,"Computer Vision, Data Visualization, Deep Learning",Startup
522,Data Scientist,India,Entry,19018,"SQL, Data Visualization, Statistics",Enterprise
523,ML Engineer,USA,Mid,106804,"Deep Learning, Computer Vision, Python",Startup
524,NLP Engineer,Australia,Senior,132029,"PyTorch, NLP, Python",Enterprise
525,Research Scientist,India,Entry,13614,"Data Visualization, NLP, Computer Vision",Enterprise
526,Deep Learning Engineer,Australia,Senior,127559,"PyTorch, NLP, Statistics",Startup
527,Computer Vision Engineer,UK,Senior,129063,"Data Visualization, PyTorch, MLOps",Enterprise
528,Deep Learning Engineer,India,Senior,37881,"TensorFlow, MLOps, Python",Startup
529,Computer Vision Engineer,Australia,Senior,133743,"Computer Vision, NLP, PyTorch",Enterprise
530,AI Engineer,Germany,Senior,116017,"Python, Data Visualization, MLOps",Startup
531,NLP Engineer,USA,Entry,55647,"Statistics, PyTorch, Python",Enterprise
532,NLP Engineer,Canada,Entry,35720,"TensorFlow, Deep Learning, PyTorch",Enterprise
533,AI Engineer,India,Senior,46996,"Python, Data Visualization, Computer Vision",Enterprise
534,Data Scientist,UK,Mid,73279,"MLOps, NLP, TensorFlow",Startup
535,Research Scientist,UK,Senior,112861,"NLP, Data Visualization, PyTorch",Enterprise
536,AI Engineer,Australia,Mid,84607,"Python, Statistics, MLOps",Enterprise
537,Computer Vision Engineer,Germany,Lead,174414,"Data Visualization, PyTorch, NLP",Enterprise
538,Computer Vision Engineer,UK,Lead,187064,"Statistics, Python, PyTorch",Mid-size
539,AI Engineer,UK,Entry,23155,"Data Visualization, MLOps, Python",Enterprise
540,Deep Learning Engineer,USA,Senior,110535,"SQL, Computer Vision, TensorFlow",Startup
541,Research Scientist,Canada,Lead,177032,"Computer Vision, Statistics, Python",Startup
542,Data Analyst,Australia,Mid,90660,"Data Visualization, SQL, NLP",Mid-size
543,Data Scientist,Germany,Senior,134738,"SQL, Deep Learning, TensorFlow",Mid-size
544,AI Engineer,USA,Senior,114868,"Python, PyTorch, NLP",Startup
545,Research Scientist,Germany,Mid,69816,"Statistics, TensorFlow, Deep Learning",Mid-size
546,NLP Engineer,USA,Mid,106395,"Data Visualization, SQL, Computer Vision",Mid-size
547,Data Analyst,UK,Senior,96099,"NLP, Python, Computer Vision",Enterprise
548,AI Engineer,UK,Entry,39576,"PyTorch, NLP, Data Visualization",Startup
